ID,Created,"UK or India
","Agent Tenure
","Interaction Date
","Interaction duration
","Interaction Type
","Interaction Reason
","DF Arrears (Months):
","Were there any vulnerability markers on the customers account?
","Q1-Did the advisor process Personal Data in accordance with the Data protection Act?
","Q1 - Failure Reasons
","Q2 - Did the advisor confirm the customer's or authorised 3rd party's contact telephone number, email, and up to date home address and update date the system accordingly if required? 
","Q2 - Failure Reasons
","Q3 - Did the advisor understand the customer's past financial situation including the reason they have failed or may fail to pay Three?
","Q3 - Failure Reasons
","Q4 -  Did the advisor understand the customer's present financial situation?
","Q4 - Failure Reasons
","Q5 - Did the advisor understand the customer's future financial situation?
","Q5 - Failure Reasons
","Q6 - Did the advisor correctly identify & explore new vulnerability needs?
","Q6 - Failure Reasons
","Q7 - Did the advisor correctly acknowledge & explore existing vulnerability needs?
","Q7 - Failure Reasons
","Q8 - Where applicable did the advisor address any new accessibility needs during their interaction?
","Q8 - Failure Reasons
","Q9 - Where applicable did the advisor address any existing accessibility needs during their interaction?
","Q9 - Failure Reasons
","Q10 - Did the advisor gain full explicit consent to note the customer's new vulnerability and/or accessibility need?
","Q10 - Failure Reasons
","Q11 - Did the advisor update the system to accurately reflect the customer's vulnerability and/or accessibility needs?
","Q11 - Failure Reasons
","Q12 - Did the advisor establish a suitable solution that supported the customer's needs taking into account their information from the conversation ?
","Q12 - Failure Reasons
","Q13 - Did the advisor read any mandatory statements/tell them in a manner that was easy for the customer to understand? 
","Q13 - Failure Reasons
","Q14 - Did we clearly advise the customer of any next steps required by them and did they explain potential consequeses for adherance/non adherance to any outcome?
","Q14 - Failure Reasons
","Q15 - Was the Income and Expenditure Tool completed correctly?
","Q15 - Failure Reasons
","Q16 - Has the advisor taken the correct system action
","Q16 - Failure Reasons
","Q17 - System updates - When payment has been taken on call/chat
","Q17 - Failure Reasons
","Q18 - Did the advisor leave adequate notes regarding the interaction?
","Q18 - Failure Reasons
","Q19-If an expression of dissatisfaction was evident, was it addressed by the agent , and correct process followed
","Q19 - Failure Reasons
","Q20-Was any new suspicious activity evident during the call/ interactions you’re scoring (i.e. not instances already identified/ flagged that pre-date the call/ interactions you’re scoring)? (non-scoring)
","Q20.1-If yes: did the advisor correctly identify the activity as suspicious?
","Q21-If applicable, did the advisor then follow the relevant process correctly and avoid “tipping off” the customer?
","Q22 - During the interaction did the advisor act within our expected conduct realms:
","Q22 - Failure Reasons
","1st Line QA Outcome
","Q23-CD Focus: Did the advisor and/or Three deal with the customer in an honest, fair, and open manner and by acting how our customers would reasonably expect us to?
","Q23-Fail Reasons
","Q24-CD Focus: Did the advisor and/or Three take all reasonable steps to prevent foreseeable or actual customer harm?
","Q24 - Failure Reasons
","Q25-CD Focus: Did the advisor and/or Three provide adequate levels of support, enabling customers to make timely and informed decisions in their best interests?
","Q25 - Failure Reasons
","Is remediation Required?
"
1821,2025-04-29T08:50:01Z,India,Over 3 (BAU),2025-04-20,01:14:10,Webchat,"[""Customer wants to set a PTP"",""Customer wants a PA (up to 6 months instalments)""]","[""April"",""March""]",,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm Telephone number""]",Pass,,Pass,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,Feedback/Coaching Needed,"[""Process not followed""]",Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1822,2025-04-29T08:50:03Z,India,Over 3 (BAU),2025-04-25,5m 06s,Inbound,"[""Customer wants a bill explanation/breakdown (why is my bill so high?)""]","[""January"",""February"",""November"",""December""]",,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm Telephone number"",""Did not confirm Email address"",""Billing Address not confirmed"",""Mandatory contact Tell not Given""]",Fail - Regulatory/Customer Impacting,"[""The root cause not fully established"",""Missed information in the account history that would have helped to understand the situation""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - Source/Frequency of income""]",Fail - Regulatory/Customer Impacting,"[""Potential impact was not established""]",Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,N/A,,Fail - Regulatory/Customer Impacting,"[""Wrong soultion provided"",""Process not followed""]",N/A,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed"",""NOT timescales not discussed""]",N/A,,N/A,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1823,2025-04-29T08:50:04Z,India,Over 3 (BAU),2025-04-25,02:18:18,Webchat,"[""Customer is in arrears due to being unaware of two separate bills (AT and DF)""]","[""March""]",,Pass,,Feedback/Coaching Needed,"[""Mandatory contact information incomplete"",""Did not confirm Telephone number""]",Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1824,2025-04-29T08:50:05Z,India,Over 3 (BAU),2025-04-16,02:05:17,Webchat,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Feedback/Coaching Needed,"[""Mandatory contact Tell not Given""]",Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1825,2025-04-29T08:50:05Z,India,0-3 months (bau),2025-04-22,01:28:31,Webchat,"[""Customer wants to set a PTP""]","[""April"",""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Process not followed"",""Wrong soultion provided""]",Pass,,Pass,,N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1826,2025-04-29T08:50:07Z,India,Over 3 (BAU),2025-04-21,01:39:25,Webchat,"[""Customer wants a PA (up to 6 months instalments)"",""Customer wants to set a PTP""]","[""September"",""October"",""November""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Long Term not established""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1829,2025-04-29T08:50:12Z,India,Over 3 (BAU),2025-04-23,30:09,Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1830,2025-04-29T08:50:11Z,India,0-3 months (bau),2025-04-16,02:59:55,Webchat,"[""Customer wants a PA (up to 6 months instalments)"",""Customer wants to set a PTP""]","[""December"",""January"",""February"",""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include all suitable instalment options""]",Pass,,Pass,,N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1831,2025-04-29T08:50:11Z,India,Over 3 (BAU),2025-04-24,01:19:36,Webchat,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Long Term not established""]",Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1832,2025-04-29T08:50:11Z,India,BIFD Accreditation,2025-04-24,1h 11m 8s (Inbound) & 1h 07m 22s (Outbound),Inbound,"[""I&E selector""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Output was wrongly calculated""]",Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1833,2025-04-29T08:50:12Z,India,Gradbay,2025-04-26,18m 52s,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm address of card holder""]",Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1834,2025-04-29T08:50:14Z,India,Gradbay,2025-04-23,23:51,Inbound,"[""Customer wants to set a PTP""]","[""February"",""May"",""June"",""July""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established"",""No discussion about continuous impact""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Fail - Regulatory/Customer Impacting,"[""Wrong soultion provided"",""Solution offered did not include understanding of the customers needs from conversation""]",Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Fail - Regulatory/Customer Impacting,"[""NOD timescales not discussed"",""NOT timescales not discussed""]",N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1836,2025-04-29T08:50:17Z,India,Gradbay,2025-04-23,52m 41s,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""PTP set incorrectly"",""TS incorrectly set""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1842,2025-04-29T08:52:09Z,India,Gradbay,2025-04-26,20m 07s,Inbound,"[""Customer wants to set a PTP""]","[""November""]",,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - Source/Frequency of income""]",Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable""]",N/A,,N/A,,N/A,,Fail - Regulatory/Customer Impacting,"[""Incorrect support provided""]",N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1843,2025-04-29T08:52:10Z,India,Gradbay,2025-04-26,00:42:19,Inbound,"[""Customer wants to set a PTP""]","[""February"",""April"",""December"",""November""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""No discussion about continuous impact""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1844,2025-04-29T08:52:11Z,India,Gradbay,2025-04-24,49:08,Inbound,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Pass,,Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Fail - Regulatory/Customer Impacting,"[""Account placed on hold next steps not confirmed""]",N/A,,Fail - Regulatory/Customer Impacting,"[""System actions missed""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1845,2025-04-29T08:52:12Z,India,Gradbay,2025-04-25,00:25:24,Inbound,"[""Customer wants to set a PTP""]","[""March"",""April"",""May""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""No discussion about continuous impact"",""The root cause not fully established""]",Pass,,Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable"",""The proposed solution is not sustainable"",""Potential impact was not established""]",Feedback/Coaching Needed,"[""T - Thank""]",N/A,,N/A,,N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include understanding of the customers history from system"",""Solution offered did not include understanding of the customers needs from conversation"",""Process not followed""]",Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Process not followed"",""System action not completed in full""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1846,2025-04-29T08:52:14Z,India,Nesting,2025-04-25,"16m 55s
",Inbound,"[""Customer is calling to make a payment""]","[""April""]",,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Potential impact was not established""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Feedback/Coaching Needed,"[""Solution offered did not include understanding of the customers needs from conversation""]",Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1847,2025-04-29T08:52:14Z,India,Over 3 (BAU),2025-04-27,35:02,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Telephone number""]",Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1850,2025-04-29T08:52:17Z,UK,Over 3 (BAU),2025-04-13,28:49,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1851,2025-04-29T08:52:18Z,India,Nesting,2025-04-24,21m 41s,Inbound,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""Solution offered did not include understanding of the customers needs from conversation""]",Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1852,2025-04-29T08:52:19Z,India,Gradbay,2025-04-23,21:14,Inbound,"[""Customer is calling to make a payment""]","[""N/A""]",,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - whether this is long term"",""Advisor failed to attempt to obtain - whether this is medium  term"",""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,Fail - Regulatory/Customer Impacting,"[""Consent to withdraw SC data not captured - Vulnerability""]",N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1853,2025-04-29T08:52:21Z,India,Gradbay,2025-04-25,35:28,Inbound,"[""Customer wants to set a PTP""]","[""January"",""March"",""December""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,Pass,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1854,2025-04-29T08:52:21Z,India,Over 3 (BAU),2025-04-26,21:48,Inbound,"[""Customer wants to set a PTP""]","[""September"",""October"",""November"",""December"",""January""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Telephone number""]",Feedback/Coaching Needed,"[""Medium Term not established"",""The root cause not fully established""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - whether this is long term"",""Advisor failed to attempt to obtain - whether this is medium  term"",""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,N/A,,Pass,,N/A,,N/A,,Pass,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1855,2025-04-29T08:52:22Z,India,Over 3 (BAU),2025-04-18,02:20:53,Webchat,"[""Customer wants to set a PTP""]","[""April"",""March"",""February""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes left contain sensitive information, with no consent given ""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1856,2025-04-29T08:52:23Z,India,Over 3 (BAU),2025-04-26,25:56,Inbound,"[""Customer wants to set a PTP""]","[""January"",""February"",""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1877,2025-04-29T08:53:52Z,India,Over 3 (BAU),2025-04-25,1:21:44,Webchat,"[""Customer is calling to make a payment""]","[""March""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Home Address "",""Billing Address not confirmed""]",Pass,,N/A,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1917,2025-04-29T10:31:31Z,India,Gradbay,2025-04-04,32:54,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,Pass,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1918,2025-04-29T10:57:29Z,India,Gradbay,2025-04-23,20:24,Inbound,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - whether this is long term"",""Advisor failed to attempt to obtain - whether this is medium  term"",""Advisor failed to attempt to obtain - whether this is short term"",""Advisor failed to attempt to obtain - If customer decline a  I&E, did the agent still attempt to understand the customer's financial situation""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Fail - Regulatory/Customer Impacting,"[""Wrong soultion provided""]",Feedback/Coaching Needed,"[""Information unclear - Pace, Clarity, interuptions etc""]",Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1919,2025-04-29T13:31:11Z,India,0-3 months (bau),2025-04-14,15:12,Inbound,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1920,2025-04-29T13:38:51Z,India,Over 3 (BAU),2025-04-29,23:6,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Feedback/Coaching Needed,"[""Mandatory info not read""]",Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1921,2025-04-29T13:45:24Z,India,0-3 months (bau),2025-04-14,16:12,Inbound,"[""Customer wants to set a PTP""]","[""April"",""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1922,2025-04-29T14:24:12Z,UK,Over 3 (BAU),2025-04-22,01:40:02,Webchat,"[""Customer wants to set a PTP""]","[""April"",""March""]",,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status""]",Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,N/A,,Feedback/Coaching Needed,"[""PTP - Lead with this not considered other options""]",Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1923,2025-04-29T14:44:20Z,India,Gradbay,2025-04-28,26m 39s,Inbound,"[""Customer is calling to make a payment""]","[""N/A""]",,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm Telephone number"",""Did not confirm Email address"",""Did not confirm Home Address ""]",Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status""]",Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable""]",N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Fail - Regulatory/Customer Impacting,"[""PTP set incorrectly"",""TS incorrectly set""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Notes not left in all systems""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1924,2025-04-29T14:48:13Z,India,Gradbay,2025-04-28,36m 33s,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable""]",Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes not left in all systems""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1925,2025-04-29T14:53:16Z,India,Gradbay,2025-04-28,42m 19s,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable""]",Pass,,Fail - Regulatory/Customer Impacting,"[""Incorrect escalation""]",N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1926,2025-04-29T15:27:07Z,India,Gradbay,2025-04-25,00:38:02,Inbound,"[""Customer wants to set a PTP""]","[""March"",""December""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable""]",Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Wrong soultion provided""]",Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1927,2025-04-29T15:38:05Z,India,0-3 months (bau),2025-04-27,10:35,Inbound,"[""Customer is calling to make a payment""]","[""April""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Telephone number""]",Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - whether this is long term""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Feedback/Coaching Needed,"[""Process not followed""]",N/A,,Pass,,N/A,,N/A,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1928,2025-04-29T15:40:28Z,India,Gradbay,2025-04-29,00:29:43,Inbound,"[""Customer wants to set a PTP""]","[""April""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Feedback/Coaching Needed,"[""Incorrect information provided"",""General - Next steps not confirmed""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Process not followed"",""System actions missed""]",N/A,,Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1929,2025-04-29T16:07:23Z,India,Over 3 (BAU),2025-04-29,24.48 & 25.49 ,Inbound,"[""Customer is calling to make a payment"",""Customer wants to set a PTP""]","[""December"",""January"",""March"",""April""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Missed information in the account history that would have helped to understand the situation"",""The root cause not fully established""]",Pass,,Feedback/Coaching Needed,"[""Potential impact was not established""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Information unclear - Pace, Clarity, interuptions etc""]",Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,Yes
1930,2025-04-29T16:09:50Z,India,BIFD Accreditation,2025-04-23,04:00:00,Inbound,"[""I&E selector""]","[""N/A""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Telephone number""]",Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Information added was incorrect""]",Pass,,N/A,,Pass,,Feedback/Coaching Needed,"[""Data - Complaint not identified""]",N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1931,2025-04-29T16:34:54Z,India,Over 3 (BAU),2025-04-14,35:47,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
